alpha,experiment,o,method,coverage,width,n_infinite,n_total,proportion_infinite
0.05,0,0,dhcp_with,1.0,inf,1,1,1.0
0.05,0,0,dhcp_without,1.0,inf,1,1,1.0
0.05,0,0,hcp,1.0,inf,1,1,1.0
0.05,0,0,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,0,rep,1.0,inf,1,1,1.0
0.05,0,0,stdcp,1.0,inf,1,1,1.0
0.05,0,0,sub,1.0,inf,1,1,1.0
0.05,0,5,dhcp_with,1.0,inf,1,1,1.0
0.05,0,5,dhcp_without,1.0,inf,1,1,1.0
0.05,0,5,hcp,1.0,inf,1,1,1.0
0.05,0,5,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,5,rep,1.0,inf,1,1,1.0
0.05,0,5,stdcp,0.81,4.411781868861431,0,1,0.0
0.05,0,5,sub,1.0,inf,1,1,1.0
0.05,0,10,dhcp_with,1.0,inf,1,1,1.0
0.05,0,10,dhcp_without,1.0,inf,1,1,1.0
0.05,0,10,hcp,1.0,inf,1,1,1.0
0.05,0,10,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,10,rep,1.0,inf,1,1,1.0
0.05,0,10,stdcp,0.85,10.549118870432142,0,1,0.0
0.05,0,10,sub,1.0,inf,1,1,1.0
0.05,0,15,dhcp_with,0.97,31.513189140578262,0,1,0.0
0.05,0,15,dhcp_without,0.97,31.513189140578262,0,1,0.0
0.05,0,15,hcp,1.0,inf,1,1,1.0
0.05,0,15,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,15,rep,1.0,inf,1,1,1.0
0.05,0,15,stdcp,0.89,6.648493397728932,0,1,0.0
0.05,0,15,sub,1.0,inf,1,1,1.0
0.05,0,20,dhcp_with,0.92,27.9324451738278,0,1,0.0
0.05,0,20,dhcp_without,0.92,27.9324451738278,0,1,0.0
0.05,0,20,hcp,1.0,inf,1,1,1.0
0.05,0,20,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,20,rep,1.0,inf,1,1,1.0
0.05,0,20,stdcp,0.94,5.975485038022046,0,1,0.0
0.05,0,20,sub,1.0,inf,1,1,1.0
0.05,0,25,dhcp_with,1.0,inf,1,1,1.0
0.05,0,25,dhcp_without,1.0,inf,1,1,1.0
0.05,0,25,hcp,1.0,inf,1,1,1.0
0.05,0,25,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,25,rep,1.0,inf,1,1,1.0
0.05,0,25,stdcp,0.95,5.915309449303979,0,1,0.0
0.05,0,25,sub,1.0,inf,1,1,1.0
0.05,0,30,dhcp_with,1.0,inf,1,1,1.0
0.05,0,30,dhcp_without,1.0,inf,1,1,1.0
0.05,0,30,hcp,1.0,inf,1,1,1.0
0.05,0,30,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,30,rep,1.0,inf,1,1,1.0
0.05,0,30,stdcp,0.96,5.394396087076014,0,1,0.0
0.05,0,30,sub,1.0,inf,1,1,1.0
0.05,0,35,dhcp_with,1.0,inf,1,1,1.0
0.05,0,35,dhcp_without,1.0,inf,1,1,1.0
0.05,0,35,hcp,1.0,inf,1,1,1.0
0.05,0,35,pool,0.85,28.026675810448026,0,1,0.0
0.05,0,35,rep,1.0,inf,1,1,1.0
0.05,0,35,stdcp,0.95,5.850880181646794,0,1,0.0
0.05,0,35,sub,1.0,inf,1,1,1.0
0.05,1,0,dhcp_with,1.0,inf,1,1,1.0
0.05,1,0,dhcp_without,1.0,inf,1,1,1.0
0.05,1,0,hcp,1.0,inf,1,1,1.0
0.05,1,0,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,0,rep,1.0,inf,1,1,1.0
0.05,1,0,stdcp,1.0,inf,1,1,1.0
0.05,1,0,sub,1.0,inf,1,1,1.0
0.05,1,5,dhcp_with,1.0,inf,1,1,1.0
0.05,1,5,dhcp_without,1.0,inf,1,1,1.0
0.05,1,5,hcp,1.0,inf,1,1,1.0
0.05,1,5,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,5,rep,1.0,inf,1,1,1.0
0.05,1,5,stdcp,0.68,4.766164093455174,0,1,0.0
0.05,1,5,sub,1.0,inf,1,1,1.0
0.05,1,10,dhcp_with,1.0,inf,1,1,1.0
0.05,1,10,dhcp_without,1.0,inf,1,1,1.0
0.05,1,10,hcp,1.0,inf,1,1,1.0
0.05,1,10,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,10,rep,1.0,inf,1,1,1.0
0.05,1,10,stdcp,0.88,12.548468485137727,0,1,0.0
0.05,1,10,sub,1.0,inf,1,1,1.0
0.05,1,15,dhcp_with,0.98,30.270103289969434,0,1,0.0
0.05,1,15,dhcp_without,0.98,30.270103289969434,0,1,0.0
0.05,1,15,hcp,1.0,inf,1,1,1.0
0.05,1,15,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,15,rep,1.0,inf,1,1,1.0
0.05,1,15,stdcp,0.83,6.408201533326815,0,1,0.0
0.05,1,15,sub,1.0,inf,1,1,1.0
0.05,1,20,dhcp_with,0.96,27.0656164904815,0,1,0.0
0.05,1,20,dhcp_without,0.96,27.0656164904815,0,1,0.0
0.05,1,20,hcp,1.0,inf,1,1,1.0
0.05,1,20,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,20,rep,1.0,inf,1,1,1.0
0.05,1,20,stdcp,0.91,5.526198513880614,0,1,0.0
0.05,1,20,sub,1.0,inf,1,1,1.0
0.05,1,25,dhcp_with,1.0,inf,1,1,1.0
0.05,1,25,dhcp_without,1.0,inf,1,1,1.0
0.05,1,25,hcp,1.0,inf,1,1,1.0
0.05,1,25,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,25,rep,1.0,inf,1,1,1.0
0.05,1,25,stdcp,0.87,5.466465925888034,0,1,0.0
0.05,1,25,sub,1.0,inf,1,1,1.0
0.05,1,30,dhcp_with,1.0,inf,1,1,1.0
0.05,1,30,dhcp_without,1.0,inf,1,1,1.0
0.05,1,30,hcp,1.0,inf,1,1,1.0
0.05,1,30,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,30,rep,1.0,inf,1,1,1.0
0.05,1,30,stdcp,0.92,5.677372728152806,0,1,0.0
0.05,1,30,sub,1.0,inf,1,1,1.0
0.05,1,35,dhcp_with,1.0,inf,1,1,1.0
0.05,1,35,dhcp_without,1.0,inf,1,1,1.0
0.05,1,35,hcp,1.0,inf,1,1,1.0
0.05,1,35,pool,0.94,27.0656164904815,0,1,0.0
0.05,1,35,rep,1.0,inf,1,1,1.0
0.05,1,35,stdcp,0.94,5.562623360462366,0,1,0.0
0.05,1,35,sub,1.0,inf,1,1,1.0
0.05,2,0,dhcp_with,1.0,inf,1,1,1.0
0.05,2,0,dhcp_without,1.0,inf,1,1,1.0
0.05,2,0,hcp,1.0,inf,1,1,1.0
0.05,2,0,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,0,rep,1.0,inf,1,1,1.0
0.05,2,0,stdcp,1.0,inf,1,1,1.0
0.05,2,0,sub,1.0,inf,1,1,1.0
0.05,2,5,dhcp_with,1.0,inf,1,1,1.0
0.05,2,5,dhcp_without,1.0,inf,1,1,1.0
0.05,2,5,hcp,1.0,inf,1,1,1.0
0.05,2,5,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,5,rep,1.0,inf,1,1,1.0
0.05,2,5,stdcp,0.82,4.535528476975974,0,1,0.0
0.05,2,5,sub,1.0,inf,1,1,1.0
0.05,2,10,dhcp_with,1.0,inf,1,1,1.0
0.05,2,10,dhcp_without,1.0,inf,1,1,1.0
0.05,2,10,hcp,1.0,inf,1,1,1.0
0.05,2,10,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,10,rep,1.0,inf,1,1,1.0
0.05,2,10,stdcp,0.85,11.987005405408745,0,1,0.0
0.05,2,10,sub,1.0,inf,1,1,1.0
0.05,2,15,dhcp_with,0.99,50.3678191784871,0,1,0.0
0.05,2,15,dhcp_without,0.99,50.3678191784871,0,1,0.0
0.05,2,15,hcp,1.0,inf,1,1,1.0
0.05,2,15,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,15,rep,1.0,inf,1,1,1.0
0.05,2,15,stdcp,0.81,7.28177460523775,0,1,0.0
0.05,2,15,sub,1.0,inf,1,1,1.0
0.05,2,20,dhcp_with,0.97,45.182227553347815,0,1,0.0
0.05,2,20,dhcp_without,0.97,45.182227553347815,0,1,0.0
0.05,2,20,hcp,1.0,inf,1,1,1.0
0.05,2,20,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,20,rep,1.0,inf,1,1,1.0
0.05,2,20,stdcp,0.88,5.227401572357648,0,1,0.0
0.05,2,20,sub,1.0,inf,1,1,1.0
0.05,2,25,dhcp_with,1.0,inf,1,1,1.0
0.05,2,25,dhcp_without,1.0,inf,1,1,1.0
0.05,2,25,hcp,1.0,inf,1,1,1.0
0.05,2,25,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,25,rep,1.0,inf,1,1,1.0
0.05,2,25,stdcp,0.89,5.359417437401602,0,1,0.0
0.05,2,25,sub,1.0,inf,1,1,1.0
0.05,2,30,dhcp_with,1.0,inf,1,1,1.0
0.05,2,30,dhcp_without,1.0,inf,1,1,1.0
0.05,2,30,hcp,1.0,inf,1,1,1.0
0.05,2,30,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,30,rep,1.0,inf,1,1,1.0
0.05,2,30,stdcp,0.95,5.6741518290969255,0,1,0.0
0.05,2,30,sub,1.0,inf,1,1,1.0
0.05,2,35,dhcp_with,1.0,inf,1,1,1.0
0.05,2,35,dhcp_without,1.0,inf,1,1,1.0
0.05,2,35,hcp,1.0,inf,1,1,1.0
0.05,2,35,pool,0.97,46.82424559932931,0,1,0.0
0.05,2,35,rep,1.0,inf,1,1,1.0
0.05,2,35,stdcp,0.93,5.4623463824171035,0,1,0.0
0.05,2,35,sub,1.0,inf,1,1,1.0
0.05,3,0,dhcp_with,1.0,inf,1,1,1.0
0.05,3,0,dhcp_without,1.0,inf,1,1,1.0
0.05,3,0,hcp,1.0,inf,1,1,1.0
0.05,3,0,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,0,rep,1.0,inf,1,1,1.0
0.05,3,0,stdcp,1.0,inf,1,1,1.0
0.05,3,0,sub,1.0,inf,1,1,1.0
0.05,3,5,dhcp_with,1.0,inf,1,1,1.0
0.05,3,5,dhcp_without,1.0,inf,1,1,1.0
0.05,3,5,hcp,1.0,inf,1,1,1.0
0.05,3,5,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,5,rep,1.0,inf,1,1,1.0
0.05,3,5,stdcp,0.79,4.460050429768232,0,1,0.0
0.05,3,5,sub,1.0,inf,1,1,1.0
0.05,3,10,dhcp_with,1.0,inf,1,1,1.0
0.05,3,10,dhcp_without,1.0,inf,1,1,1.0
0.05,3,10,hcp,1.0,inf,1,1,1.0
0.05,3,10,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,10,rep,1.0,inf,1,1,1.0
0.05,3,10,stdcp,0.84,9.9330168560052,0,1,0.0
0.05,3,10,sub,1.0,inf,1,1,1.0
0.05,3,15,dhcp_with,1.0,32.4305803952398,0,1,0.0
0.05,3,15,dhcp_without,1.0,32.4305803952398,0,1,0.0
0.05,3,15,hcp,1.0,inf,1,1,1.0
0.05,3,15,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,15,rep,1.0,inf,1,1,1.0
0.05,3,15,stdcp,0.84,5.750708454488537,0,1,0.0
0.05,3,15,sub,1.0,inf,1,1,1.0
0.05,3,20,dhcp_with,1.0,29.215355765807804,0,1,0.0
0.05,3,20,dhcp_without,1.0,29.215355765807804,0,1,0.0
0.05,3,20,hcp,1.0,inf,1,1,1.0
0.05,3,20,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,20,rep,1.0,inf,1,1,1.0
0.05,3,20,stdcp,0.94,5.0997987298816785,0,1,0.0
0.05,3,20,sub,1.0,inf,1,1,1.0
0.05,3,25,dhcp_with,1.0,inf,1,1,1.0
0.05,3,25,dhcp_without,1.0,inf,1,1,1.0
0.05,3,25,hcp,1.0,inf,1,1,1.0
0.05,3,25,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,25,rep,1.0,inf,1,1,1.0
0.05,3,25,stdcp,0.92,5.639846503779264,0,1,0.0
0.05,3,25,sub,1.0,inf,1,1,1.0
0.05,3,30,dhcp_with,1.0,inf,1,1,1.0
0.05,3,30,dhcp_without,1.0,inf,1,1,1.0
0.05,3,30,hcp,1.0,inf,1,1,1.0
0.05,3,30,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,30,rep,1.0,inf,1,1,1.0
0.05,3,30,stdcp,0.92,5.235322940282193,0,1,0.0
0.05,3,30,sub,1.0,inf,1,1,1.0
0.05,3,35,dhcp_with,1.0,inf,1,1,1.0
0.05,3,35,dhcp_without,1.0,inf,1,1,1.0
0.05,3,35,hcp,1.0,inf,1,1,1.0
0.05,3,35,pool,0.98,30.128740902052908,0,1,0.0
0.05,3,35,rep,1.0,inf,1,1,1.0
0.05,3,35,stdcp,0.95,4.845137339973339,0,1,0.0
0.05,3,35,sub,1.0,inf,1,1,1.0
0.05,4,0,dhcp_with,1.0,inf,1,1,1.0
0.05,4,0,dhcp_without,1.0,inf,1,1,1.0
0.05,4,0,hcp,1.0,inf,1,1,1.0
0.05,4,0,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,0,rep,1.0,inf,1,1,1.0
0.05,4,0,stdcp,1.0,inf,1,1,1.0
0.05,4,0,sub,1.0,inf,1,1,1.0
0.05,4,5,dhcp_with,1.0,inf,1,1,1.0
0.05,4,5,dhcp_without,1.0,inf,1,1,1.0
0.05,4,5,hcp,1.0,inf,1,1,1.0
0.05,4,5,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,5,rep,1.0,inf,1,1,1.0
0.05,4,5,stdcp,0.79,4.842021412629245,0,1,0.0
0.05,4,5,sub,1.0,inf,1,1,1.0
0.05,4,10,dhcp_with,1.0,inf,1,1,1.0
0.05,4,10,dhcp_without,1.0,inf,1,1,1.0
0.05,4,10,hcp,1.0,inf,1,1,1.0
0.05,4,10,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,10,rep,1.0,inf,1,1,1.0
0.05,4,10,stdcp,0.86,10.306651276097211,0,1,0.0
0.05,4,10,sub,1.0,inf,1,1,1.0
0.05,4,15,dhcp_with,1.0,51.385309372780654,0,1,0.0
0.05,4,15,dhcp_without,1.0,51.385309372780654,0,1,0.0
0.05,4,15,hcp,1.0,inf,1,1,1.0
0.05,4,15,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,15,rep,1.0,inf,1,1,1.0
0.05,4,15,stdcp,0.96,6.213130413142688,0,1,0.0
0.05,4,15,sub,1.0,inf,1,1,1.0
0.05,4,20,dhcp_with,0.99,42.081092644594655,0,1,0.0
0.05,4,20,dhcp_without,0.99,42.081092644594655,0,1,0.0
0.05,4,20,hcp,1.0,inf,1,1,1.0
0.05,4,20,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,20,rep,1.0,inf,1,1,1.0
0.05,4,20,stdcp,0.94,5.661745590406223,0,1,0.0
0.05,4,20,sub,1.0,inf,1,1,1.0
0.05,4,25,dhcp_with,1.0,inf,1,1,1.0
0.05,4,25,dhcp_without,1.0,inf,1,1,1.0
0.05,4,25,hcp,1.0,inf,1,1,1.0
0.05,4,25,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,25,rep,1.0,inf,1,1,1.0
0.05,4,25,stdcp,0.92,5.537466698710652,0,1,0.0
0.05,4,25,sub,1.0,inf,1,1,1.0
0.05,4,30,dhcp_with,1.0,inf,1,1,1.0
0.05,4,30,dhcp_without,1.0,inf,1,1,1.0
0.05,4,30,hcp,1.0,inf,1,1,1.0
0.05,4,30,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,30,rep,1.0,inf,1,1,1.0
0.05,4,30,stdcp,0.97,5.307794721670966,0,1,0.0
0.05,4,30,sub,1.0,inf,1,1,1.0
0.05,4,35,dhcp_with,1.0,inf,1,1,1.0
0.05,4,35,dhcp_without,1.0,inf,1,1,1.0
0.05,4,35,hcp,1.0,inf,1,1,1.0
0.05,4,35,pool,0.99,44.00821967245969,0,1,0.0
0.05,4,35,rep,1.0,inf,1,1,1.0
0.05,4,35,stdcp,0.96,5.594184162541489,0,1,0.0
0.05,4,35,sub,1.0,inf,1,1,1.0
0.05,5,0,dhcp_with,1.0,inf,1,1,1.0
0.05,5,0,dhcp_without,1.0,inf,1,1,1.0
0.05,5,0,hcp,1.0,inf,1,1,1.0
0.05,5,0,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,0,rep,1.0,inf,1,1,1.0
0.05,5,0,stdcp,1.0,inf,1,1,1.0
0.05,5,0,sub,1.0,inf,1,1,1.0
0.05,5,5,dhcp_with,1.0,inf,1,1,1.0
0.05,5,5,dhcp_without,1.0,inf,1,1,1.0
0.05,5,5,hcp,1.0,inf,1,1,1.0
0.05,5,5,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,5,rep,1.0,inf,1,1,1.0
0.05,5,5,stdcp,0.77,4.54815003674989,0,1,0.0
0.05,5,5,sub,1.0,inf,1,1,1.0
0.05,5,10,dhcp_with,1.0,inf,1,1,1.0
0.05,5,10,dhcp_without,1.0,inf,1,1,1.0
0.05,5,10,hcp,1.0,inf,1,1,1.0
0.05,5,10,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,10,rep,1.0,inf,1,1,1.0
0.05,5,10,stdcp,0.8,9.987760289778556,0,1,0.0
0.05,5,10,sub,1.0,inf,1,1,1.0
0.05,5,15,dhcp_with,0.99,48.74774367232539,0,1,0.0
0.05,5,15,dhcp_without,0.99,48.74774367232539,0,1,0.0
0.05,5,15,hcp,1.0,inf,1,1,1.0
0.05,5,15,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,15,rep,1.0,inf,1,1,1.0
0.05,5,15,stdcp,0.88,6.516161159448226,0,1,0.0
0.05,5,15,sub,1.0,inf,1,1,1.0
0.05,5,20,dhcp_with,0.98,46.56433788298588,0,1,0.0
0.05,5,20,dhcp_without,0.98,46.56433788298588,0,1,0.0
0.05,5,20,hcp,1.0,inf,1,1,1.0
0.05,5,20,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,20,rep,1.0,inf,1,1,1.0
0.05,5,20,stdcp,0.89,4.915505019395113,0,1,0.0
0.05,5,20,sub,1.0,inf,1,1,1.0
0.05,5,25,dhcp_with,1.0,inf,1,1,1.0
0.05,5,25,dhcp_without,1.0,inf,1,1,1.0
0.05,5,25,hcp,1.0,inf,1,1,1.0
0.05,5,25,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,25,rep,1.0,inf,1,1,1.0
0.05,5,25,stdcp,0.96,5.465814110804793,0,1,0.0
0.05,5,25,sub,1.0,inf,1,1,1.0
0.05,5,30,dhcp_with,1.0,inf,1,1,1.0
0.05,5,30,dhcp_without,1.0,inf,1,1,1.0
0.05,5,30,hcp,1.0,inf,1,1,1.0
0.05,5,30,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,30,rep,1.0,inf,1,1,1.0
0.05,5,30,stdcp,0.92,5.313227370801137,0,1,0.0
0.05,5,30,sub,1.0,inf,1,1,1.0
0.05,5,35,dhcp_with,1.0,inf,1,1,1.0
0.05,5,35,dhcp_without,1.0,inf,1,1,1.0
0.05,5,35,hcp,1.0,inf,1,1,1.0
0.05,5,35,pool,0.96,46.32331634650595,0,1,0.0
0.05,5,35,rep,1.0,inf,1,1,1.0
0.05,5,35,stdcp,0.93,5.495648978664216,0,1,0.0
0.05,5,35,sub,1.0,inf,1,1,1.0
0.05,6,0,dhcp_with,1.0,inf,1,1,1.0
0.05,6,0,dhcp_without,1.0,inf,1,1,1.0
0.05,6,0,hcp,1.0,inf,1,1,1.0
0.05,6,0,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,0,rep,1.0,inf,1,1,1.0
0.05,6,0,stdcp,1.0,inf,1,1,1.0
0.05,6,0,sub,1.0,inf,1,1,1.0
0.05,6,5,dhcp_with,1.0,inf,1,1,1.0
0.05,6,5,dhcp_without,1.0,inf,1,1,1.0
0.05,6,5,hcp,1.0,inf,1,1,1.0
0.05,6,5,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,5,rep,1.0,inf,1,1,1.0
0.05,6,5,stdcp,0.78,4.927797152353328,0,1,0.0
0.05,6,5,sub,1.0,inf,1,1,1.0
0.05,6,10,dhcp_with,1.0,inf,1,1,1.0
0.05,6,10,dhcp_without,1.0,inf,1,1,1.0
0.05,6,10,hcp,1.0,inf,1,1,1.0
0.05,6,10,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,10,rep,1.0,inf,1,1,1.0
0.05,6,10,stdcp,0.83,10.103594197305611,0,1,0.0
0.05,6,10,sub,1.0,inf,1,1,1.0
0.05,6,15,dhcp_with,0.98,28.30228735869879,0,1,0.0
0.05,6,15,dhcp_without,0.98,28.30228735869879,0,1,0.0
0.05,6,15,hcp,1.0,inf,1,1,1.0
0.05,6,15,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,15,rep,1.0,inf,1,1,1.0
0.05,6,15,stdcp,0.87,6.477285665043485,0,1,0.0
0.05,6,15,sub,1.0,inf,1,1,1.0
0.05,6,20,dhcp_with,0.94,26.276665435085256,0,1,0.0
0.05,6,20,dhcp_without,0.94,26.276665435085256,0,1,0.0
0.05,6,20,hcp,1.0,inf,1,1,1.0
0.05,6,20,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,20,rep,1.0,inf,1,1,1.0
0.05,6,20,stdcp,0.94,6.1620945223966075,0,1,0.0
0.05,6,20,sub,1.0,inf,1,1,1.0
0.05,6,25,dhcp_with,1.0,inf,1,1,1.0
0.05,6,25,dhcp_without,1.0,inf,1,1,1.0
0.05,6,25,hcp,1.0,inf,1,1,1.0
0.05,6,25,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,25,rep,1.0,inf,1,1,1.0
0.05,6,25,stdcp,0.93,5.597839951933144,0,1,0.0
0.05,6,25,sub,1.0,inf,1,1,1.0
0.05,6,30,dhcp_with,1.0,inf,1,1,1.0
0.05,6,30,dhcp_without,1.0,inf,1,1,1.0
0.05,6,30,hcp,1.0,inf,1,1,1.0
0.05,6,30,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,30,rep,1.0,inf,1,1,1.0
0.05,6,30,stdcp,0.94,5.330980250449867,0,1,0.0
0.05,6,30,sub,1.0,inf,1,1,1.0
0.05,6,35,dhcp_with,1.0,inf,1,1,1.0
0.05,6,35,dhcp_without,1.0,inf,1,1,1.0
0.05,6,35,hcp,1.0,inf,1,1,1.0
0.05,6,35,pool,0.87,26.276665435085256,0,1,0.0
0.05,6,35,rep,1.0,inf,1,1,1.0
0.05,6,35,stdcp,0.95,5.60105705429586,0,1,0.0
0.05,6,35,sub,1.0,inf,1,1,1.0
0.05,7,0,dhcp_with,1.0,inf,1,1,1.0
0.05,7,0,dhcp_without,1.0,inf,1,1,1.0
0.05,7,0,hcp,1.0,inf,1,1,1.0
0.05,7,0,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,0,rep,1.0,inf,1,1,1.0
0.05,7,0,stdcp,1.0,inf,1,1,1.0
0.05,7,0,sub,1.0,inf,1,1,1.0
0.05,7,5,dhcp_with,1.0,inf,1,1,1.0
0.05,7,5,dhcp_without,1.0,inf,1,1,1.0
0.05,7,5,hcp,1.0,inf,1,1,1.0
0.05,7,5,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,5,rep,1.0,inf,1,1,1.0
0.05,7,5,stdcp,0.76,3.8237335574260243,0,1,0.0
0.05,7,5,sub,1.0,inf,1,1,1.0
0.05,7,10,dhcp_with,1.0,inf,1,1,1.0
0.05,7,10,dhcp_without,1.0,inf,1,1,1.0
0.05,7,10,hcp,1.0,inf,1,1,1.0
0.05,7,10,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,10,rep,1.0,inf,1,1,1.0
0.05,7,10,stdcp,0.9,10.527658814578384,0,1,0.0
0.05,7,10,sub,1.0,inf,1,1,1.0
0.05,7,15,dhcp_with,1.0,42.36267918863252,0,1,0.0
0.05,7,15,dhcp_without,1.0,42.36267918863252,0,1,0.0
0.05,7,15,hcp,1.0,inf,1,1,1.0
0.05,7,15,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,15,rep,1.0,inf,1,1,1.0
0.05,7,15,stdcp,0.88,7.009424113240595,0,1,0.0
0.05,7,15,sub,1.0,inf,1,1,1.0
0.05,7,20,dhcp_with,1.0,36.39956815343297,0,1,0.0
0.05,7,20,dhcp_without,1.0,36.39956815343297,0,1,0.0
0.05,7,20,hcp,1.0,inf,1,1,1.0
0.05,7,20,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,20,rep,1.0,inf,1,1,1.0
0.05,7,20,stdcp,0.92,5.5151019571436795,0,1,0.0
0.05,7,20,sub,1.0,inf,1,1,1.0
0.05,7,25,dhcp_with,1.0,inf,1,1,1.0
0.05,7,25,dhcp_without,1.0,inf,1,1,1.0
0.05,7,25,hcp,1.0,inf,1,1,1.0
0.05,7,25,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,25,rep,1.0,inf,1,1,1.0
0.05,7,25,stdcp,0.96,5.794146616898381,0,1,0.0
0.05,7,25,sub,1.0,inf,1,1,1.0
0.05,7,30,dhcp_with,1.0,inf,1,1,1.0
0.05,7,30,dhcp_without,1.0,inf,1,1,1.0
0.05,7,30,hcp,1.0,inf,1,1,1.0
0.05,7,30,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,30,rep,1.0,inf,1,1,1.0
0.05,7,30,stdcp,0.95,5.500032274719951,0,1,0.0
0.05,7,30,sub,1.0,inf,1,1,1.0
0.05,7,35,dhcp_with,1.0,inf,1,1,1.0
0.05,7,35,dhcp_without,1.0,inf,1,1,1.0
0.05,7,35,hcp,1.0,inf,1,1,1.0
0.05,7,35,pool,0.99,37.85814576080743,0,1,0.0
0.05,7,35,rep,1.0,inf,1,1,1.0
0.05,7,35,stdcp,0.96,5.586229741139952,0,1,0.0
0.05,7,35,sub,1.0,inf,1,1,1.0
0.05,8,0,dhcp_with,1.0,inf,1,1,1.0
0.05,8,0,dhcp_without,1.0,inf,1,1,1.0
0.05,8,0,hcp,1.0,inf,1,1,1.0
0.05,8,0,pool,0.78,29.944848546156013,0,1,0.0
0.05,8,0,rep,1.0,inf,1,1,1.0
0.05,8,0,stdcp,1.0,inf,1,1,1.0
0.05,8,0,sub,1.0,inf,1,1,1.0
0.05,8,5,dhcp_with,1.0,inf,1,1,1.0
0.05,8,5,dhcp_without,1.0,inf,1,1,1.0
0.05,8,5,hcp,1.0,inf,1,1,1.0
0.05,8,5,pool,0.78,29.944848546156013,0,1,0.0
0.05,8,5,rep,1.0,inf,1,1,1.0
0.05,8,5,stdcp,0.71,4.777170231824456,0,1,0.0
0.05,8,5,sub,1.0,inf,1,1,1.0
0.05,8,10,dhcp_with,1.0,inf,1,1,1.0
0.05,8,10,dhcp_without,1.0,inf,1,1,1.0
0.05,8,10,hcp,1.0,inf,1,1,1.0
0.05,8,10,pool,0.78,29.944848546156013,0,1,0.0
0.05,8,10,rep,1.0,inf,1,1,1.0
0.05,8,10,stdcp,0.86,10.007200026249048,0,1,0.0
0.05,8,10,sub,1.0,inf,1,1,1.0
0.05,8,15,dhcp_with,0.94,34.36132729653683,0,1,0.0
0.05,8,15,dhcp_without,0.94,34.36132729653683,0,1,0.0
0.05,8,15,hcp,1.0,inf,1,1,1.0
0.05,8,15,pool,0.78,29.944848546156013,0,1,0.0
0.05,8,15,rep,1.0,inf,1,1,1.0
0.05,8,15,stdcp,0.92,6.112832276013007,0,1,0.0
0.05,8,15,sub,1.0,inf,1,1,1.0
